,fac_id,rev_id,rev_rating,review,user,rev_created_time,rev_url,rev_is_selected,fac_name,fac_is_closed,review_count,fac_rating,fac_updated_time,phone,business_url,fac_url,address,city,state,country,postal_code,latitude,longitude,cat1,cat2,cat3,cat4,cat5,cat6
535850,gVvKBApIbMFjbz3uwUHjgw,mqRfhETBPhi3TCo87dxVkg,5,"i got the radiant iv drip. i wanted vitamin c for health reasons and they recommended the radiant drip. it has a lower level of vitamin c than if you get the vitamin c by itself. i also tacked on vitamin d for an addition $29. totally worth it. they have specials as well and will let you know what is available. staff is informative and friendly. they check your vitals, and you also get to video chat with a nurse to check your medical condition as well as answer any questions you may have. i want to do the hyperbaric chamber next. my skin felt hydrated and soft as an additional bonus to the iv drip. wasn't there for that, but who is complaining. not this woman.",Christine C.,2020-03-09,https://www.yelp.com/biz/restore-hyper-wellness-virginia-beach-virginia-beach?adjust_creative=upenn&hrid=mqRfhETBPhi3TCo87dxVkg&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,False,Restore Hyper Wellness - Virginia Beach,False,8,5.0,2020-04-19T17:11:44,17577697514.0,https://restore.com/locations/virginia-beach-va/,https://www.yelp.com/biz/restore-hyper-wellness-virginia-beach-virginia-beach?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,1860 Laskin Rd Ste 103,Virginia Beach,VA,US,23454.0,,,Cryotherapy,IV Hydration,Saunas,,,
544109,uJskEypcuwx_WhCWiSmJKg,ykyKhMBjrjt4cPPzA6r6Hw,1,"i received a phone call the beginning of december from this company with the name of the person that would be handling my cpap machine order.  preferred received the prescription and order from sleep telemedicine services, who performed the two sleep studies on me.  ten days later i called and was finally connected to the cpap machine contact.  she informed me she hadn't even looked at the order.  while i was on the phone with her, she looked at the order and then stated she wasn't even going to submit it to my insurance because she didn't feel it would be approved.  she also felt after looking at the prescription that i didn't even need a cpap machine.  she went on and on about how doctors write prescriptions that aren't necessary, and she wasn't going to waste her time.  she ended the call stating she would reach out to my doctor and let them know.  

the next day i called sleep telemedicine services and they submitted the order to aa medical.  it was approved by my insurance the next day.  two days later i received my machine and wonderful training by the therapist at aa medical.  

never ever will i use preferred for any dme!!",Cpk R.,2020-02-11,https://www.yelp.com/biz/preferred-homecare-las-vegas-3?adjust_creative=upenn&hrid=ykyKhMBjrjt4cPPzA6r6Hw&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,False,Preferred Homecare,False,114,1.5,2020-05-05T14:55:31,17029516900.0,http://www.preferredhomecare.com/,https://www.yelp.com/biz/preferred-homecare-las-vegas-3?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,871 Grier Dr Ste C,Las Vegas,NV,US,89119.0,36.06862,-115.14381999999999,Home Health Care,,,,,
551451,Klo_7kS-mwqBIwI-pH-n5g,DvoSSDhPlsYar6ZY5Azt2Q,5,absolutely the easiest doctor visit ever.  done from the comfort of my own home.  on top of that the doctor was on time and was so nice!  i used to use this video conference dr visits all the time in the mainland but this service was even better than i could have ever imagined!  thanks dr anegawa for the outstanding care!,Jocelyn M.,2020-01-28,https://www.yelp.com/biz/plushcare-urgent-care-san-francisco-2?adjust_creative=upenn&hrid=DvoSSDhPlsYar6ZY5Azt2Q&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,False,PlushCare Urgent Care,False,284,4.5,2020-06-05T13:18:22,14152315333.0,http://www.plushcare.com,https://www.yelp.com/biz/plushcare-urgent-care-san-francisco-2?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,,San Francisco,CA,US,94107.0,,,Doctors,Urgent Care,Concierge Medicine,,,
551458,Klo_7kS-mwqBIwI-pH-n5g,pDO_cyPRrCczLwzOFt5Gdw,5,cedar count is the highest since the early 1900's and i couldn't shake the sinus pressure and lost nasal drip. so i reached out to plush care thru my insurance and was able to get an appointment within 2 hours. meet the doctor online video chat and told him what was going on he asked a few questions. he wrote a prescription i picked it up the same days and now two days later i am 95% back to normal just a small infrequent cough which will probably be gone by tomorrow. so easy and convenient.,John B.,2020-01-22,https://www.yelp.com/biz/plushcare-urgent-care-san-francisco-2?adjust_creative=upenn&hrid=pDO_cyPRrCczLwzOFt5Gdw&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,False,PlushCare Urgent Care,False,284,4.5,2020-06-05T13:18:22,14152315333.0,http://www.plushcare.com,https://www.yelp.com/biz/plushcare-urgent-care-san-francisco-2?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,,San Francisco,CA,US,94107.0,,,Doctors,Urgent Care,Concierge Medicine,,,
551464,Klo_7kS-mwqBIwI-pH-n5g,suS3oWH0EKkIjFzGFawEqg,5,"i tried plushcare this week, and i was quite impressed. i have a telemedicine service that is free through my insurance, but i often feel like the medical doctors are hesitant to prescribe medication unless you are in really bad shape. plushcare had a $15 copay for me with my insurance, plus 30-day trial membership, then $9.99/month. so this time, i had the flu for a week and developed bronchitis, i couldn't sleep through the night due to my hacking cough. dr. klenk was so upbeat and compassionate; she got me hooked up with needed meds for my bronchitis, and also sent a refill of one of my maintenance meds. this was on new year's eve afternoon...by dinnertime, i had already picked up my prescriptions from the pharmacy and was on the road to healing. i will definitely turn to them again.",Susan S.,2020-01-02,https://www.yelp.com/biz/plushcare-urgent-care-san-francisco-2?adjust_creative=upenn&hrid=suS3oWH0EKkIjFzGFawEqg&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,False,PlushCare Urgent Care,False,284,4.5,2020-06-05T13:18:22,14152315333.0,http://www.plushcare.com,https://www.yelp.com/biz/plushcare-urgent-care-san-francisco-2?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,,San Francisco,CA,US,94107.0,,,Doctors,Urgent Care,Concierge Medicine,,,
637073,IR_n-BcgreN4JAbRl19oWA,c5gDDZikIrZKbe2-GwUehg,1,"zoomcare is the worst ever.  1st of all, you won't see a doctor, you will sure a pa (physicians assistant).  the pas we saw at bridgeport didn't look like they were out of high school and one had just started at zoom.  my wife went in on january 1st only because we were the only ones open.  the pa then prescribed a weeks worth of docecylcine (sp?) and a at the end of the week she was 75% better, but not completely well.  i had the same condition and my ent prescribed 22 days of docecycline (sp?) and i am 100% better.  on january 20th, my wife goes into zoom and asks a different pa, ""hey, i am not 100% better.  could you prescribe another 7 days of the antibiotic"".  this is where analysis paralysis sets in to the apparent high school age pa.  he doesn't know what to do, so he sends my wife to the hospital to get an x-ray (zoom bridgeport has no imaging capabilities).  we get the x-ray and zoom promises to get back to us by 6 pm.  no response.  i call back on jan 20 and the call center woman says she has no info for us.  at that time, my wife gives the call center woman her authorization to speak with me about this issue (hippa) but as i find out later, zoom never makes a note of my wife's verbal authorization.  i call back the morning of jan 21st and zoom won't tell me anything.  i then ask the probable high school girl age girl who answers the phone at the call center to simply send my wife an email to update us as to next steps, i.e. docecycline prescription.  the young girl at the call center says isn't sure if she can send my wife an email to provide an update on the pa's decision to extend a prescription for the antibiotics or feedback on the x-ray.  

if you go to zoom, be prepared for ""young and dumb"" excuses, care provided by pas and not physicians and no one at this office will answer your call, rather it goes to a non-healthcare operator who will continue the snowball of incompetency.  they aren't on epic or similar ehr.

bottom line is you must be ready to be seen by non-doctors, with no imaging back up at this center and you must be ready to endure broken promises and incompetent follow up.",George A.,2020-01-21,https://www.yelp.com/biz/zoom-care-bridgeport-village-portland?adjust_creative=upenn&hrid=c5gDDZikIrZKbe2-GwUehg&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,False,ZOOM+Care - Bridgeport Village,False,34,3.0,2020-03-04T07:59:12,15036848252.0,http://www.zoomcare.com,https://www.yelp.com/biz/zoom-care-bridgeport-village-portland?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,7421 SW Bridgeport Rd Ste 220,Portland,OR,US,97224.0,,,Family Practice,Urgent Care,,,,
760493,3giHqbOpxDrz7FcyIZoJCg,RkCfw6qepMYyZmt-J4Ql2w,1,"they won't tell you up front how much any of their services are, so you have no idea how much they will bill you for. and, since you have to sign an agreement to pay beforehand, there's no recourse. 
also, the doctors consult via video chat. the one person who works there acts as their hands. 
i decided to wait to see my regular doctor instead.",Zoe L.,2020-03-02,https://www.yelp.com/biz/action-urgent-care-san-francisco?adjust_creative=upenn&hrid=RkCfw6qepMYyZmt-J4Ql2w&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,False,Action Urgent Care,False,9,2.0,2020-05-07T08:44:21,14158550475.0,http://actionurgentcare.com,https://www.yelp.com/biz/action-urgent-care-san-francisco?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,735 7th Ave,San Francisco,CA,US,94118.0,,,Urgent Care,,,,,
829626,1sDs3xjiji-ix6JEZb-rtg,QYsHF_lgcZvWrHG9PBKBPg,5,"i am hooked on lifeplus pharmacy!!!!!
family owned, caring, compassionate and knowledgeable staff. i am thankful that i found lifeplus pharmacy, my meds are always on time. i had telemedicine with dr. singh once, a very caring, knowledgeable and compassionate md. what a great experience. ritue, a wonderful pharmacist takes care of her clients and makes sure that everyone gets treated respectfully and compassionately. last night i had my vitamin and hydration iv treatments.... wow  it only took few minutes after to feel rejuvenated and ready for the new year. i highly recommend lifeplus pharmacy.",Maya M.,2020-01-01,https://www.yelp.com/biz/lifeplus-pharmacy-san-jose-2?adjust_creative=upenn&hrid=QYsHF_lgcZvWrHG9PBKBPg&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,False,LifePlus Pharmacy,False,18,5.0,2020-05-31T20:20:08,14086068900.0,https://www.lifeplusrx.com,https://www.yelp.com/biz/lifeplus-pharmacy-san-jose-2?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,377 Santana Row Ste 1145,San Jose,CA,US,95128.0,,,Pharmacy,Drugstores,IV Hydration,,,
829708,E30Qe6PEReV3ykidfekQOQ,knFrkEYJz3xTnFU-NGbosw,5,"first of all, i'd like to say that i don't think i can't even put into words how blessed i feel for having met dr. pawel stachowicz on 9-5-19  i originally met dr. pawel for a free consultation.(i was skeptical) but it was free!
i figured what did i have to lose? most plastic surgeons charge for a consultation.
the date of my consultation i miss judged how long it would take me to get to his office and was very late. i was stressed and had anxiety because i thought i would miss my appointment which is hard enough for me to make.
i text dr. pawel to let him know i would be late. he said ""no problem let me know when you have arrived""
when i finally reached the office dr. pawel greeted me and spent a lot of time with me going over the whole procedure, asking me questions and getting to know me plus doing the exam
i am 53 years old and i wanted a mommy makeover! a much needed breast reduction/lift, lipo and tummy tuck.
i was very specific and telling dr. pawel what i wanted.
that day in his office i was so impressed with dr. pawel and became comfortable with him and his demeanor that by the end of the consultation i listen to my gut feeling and when ahead and schedule the surgery.
normally i would have to do a lot of research and thinking before making such a big decision.
dr. paul  let me pick a day and then later called to confirm and text me everything that we went over. it's nice to have everything in writing so you can refer back to it plus it can all be a little overwhelming trying to remember what your doctor is telling you all at once.
i did call dr. powell a couple more times with questions i forgot to ask during our conversations and he was always available to answer my questions. he usually returned my calls within two hours if i left a message or text.

i had my surgery done at abbott northwestern hospital. that definitely gave me comfort in knowing i had a full anesthesia department by my side, not to mention it was much less expensive than a surgery center. i believe that's why dr. pawel is able to keep his prices so low, usually the surgery is about the same as the surgery centers fees in my experience.
the nurses that assisted dr. pawel  were great! i have to give a shout out to them as well as the anesthesiologist.
dr. pawel did such an amazing job! my boobs look better than when i was 20 years old! the body contouring and tummy tuck makes me look and feel like a teenager again. dr. pawel is an artist! i am very impressed with dr. pawel he is very good at what he does, before during and after my surgery dr. pawel was there. whether it be by phone text or video chat. evenings or weekend appointments! he was able to answer questions when i was out of town about wound care by sending in photos or video chatting. i recommend to anybody who is considering a plastic surgery procedure-especially breast or a tummy tuck- lipo to contact dr. pawel and set up an appointment.  its free!
what have you got to lose other than pounds! :)",Sally B.,2020-02-17,https://www.yelp.com/biz/authentic-plastic-surgery-st-paul?adjust_creative=upenn&hrid=knFrkEYJz3xTnFU-NGbosw&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,True,Authentic Plastic Surgery,False,6,5.0,2020-02-17T16:38:51,16127701995.0,,https://www.yelp.com/biz/authentic-plastic-surgery-st-paul?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,1563 Como Ave Ste 108,St. Paul,MN,US,55108.0,,,Cosmetic Surgeons,,,,,
850143,y6CJm3JBdAyiWQU9NhRwoQ,ffyr_bc9GedSsGUIF2ajXQ,5,"i went through a long weekend with a bad ear infection.  i called telehealth on monday morning, president's day, and i was directed to the sanford office.  i went online, read some reviews, and made my appointment for 11 am.  i arrived early because i was in pain, and i knew i needed to fill out paperwork.  when i walked in, the staff was very friendly and i filled out the new patient paperwork while i waited.  i was on the phone with my worried girlfriend, about an ear infection, and it seemed that i was called in minutes by the nurse who guided me through triage and then to the waiting room.  i waited a few minutes and a pa showed up, very nice, asked some more questions, noticed i had a visible outside ear infection, and proceeded with the exam.  i think it took longer for my prescription to be written because i was anxious at that point.  i never expect to walk in and out of a doctor's office in less than a hour, but i did.  i spent over 90 minutes to have my prescription filled, which is for another review.  i was quite please with adventhealth, and during this time, the lobby had around 5 people waiting to be seen.  they did call the people with reservations.",Bill Y.,2020-02-17,https://www.yelp.com/biz/adventhealth-centra-care-sanford-sanford?adjust_creative=upenn&hrid=ffyr_bc9GedSsGUIF2ajXQ&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,False,AdventHealth Centra Care Sanford,False,24,2.5,2020-05-04T05:59:40,14073303412.0,https://centracare.adventhealth.com,https://www.yelp.com/biz/adventhealth-centra-care-sanford-sanford?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,4451 West 1st Street,Sanford,FL,US,32771.0,,,Urgent Care,Walk-in Clinics,,,,
